accepted_family,accepted_genus,accepted_name,species_name_raw,species_name,iucn,name_matched,overall_score,taxonomic_status,accepted_author,publicacion,colector,herbarios,nombre_comun,registro_dep,regiones_ecologicas,sinampe,herbarios_peruanos,observaciones,autor_from_papers
Cactaceae,Corryocactus,Corryocactus pilispinus,58. Corryocactus pilispinus F. Ritter,Corryocactus pilispinus,NA,Corryocactus pilispinus,1,Accepted,F. Ritter,Kakteen Sudamer. 4: 1291. 1981.,F. Ritter 1071,U.,Desconocido.,LL.,MA; 2500—3000 m.,Sin registro.,Ninguno.,"Cactus arbustivo postrado. Esta especie fue aceptada provisionalmente por Hunt (1999), pero colocada como sinónimo de Corryocactus squarrosus por Anderson (2001). No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Corryocactus,Corryocactus prostratus,59. Corryocactus prostratus F. Ritter,Corryocactus prostratus,NA,Corryocactus prostratus,1,Accepted,F. Ritter,Kakteen Sudamer. 4: 1283. 1981.,F. Ritter 180,U.,Desconocido.,AR.,"MDE, MA; 1500— 3000 m.",Sin registro.,USM (1).,"Esta especie fue aceptada provisionalmente por Hunt (1999), pero colocada como sinónimo de Corryocactus aureus por Anderson (2001). No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Corryocactus,Corryocactus pyroporphyranthus,60. Corryocactus pyroporphyranthus F. Ritter,Corryocactus pyroporphyranthus,NA,Corryocactus pyroporphyranthus,1,Accepted,F. Ritter,Kakteen Sudamer. 4:1284. 1981.,F. Ritter 1481,U.,Desconocido.,AY.,MA; 3000—3500 m.,Sin registro.,Ninguno.,"Cactus semipostrado. Esta especie fue aceptada provisionalmente por Hunt (1999), pero considerada como sinónimo de Corryocactus erectus por Anderson (2001). No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Erdisia quadrangularis,Erdisia quadrangularis,61. Corryocactus quadrangularis (Rauh & Backeb.) F. Ritter,Corryocactus quadrangularis,NA,Corryocactus quadrangularis,1,Synonym,(Rauh & Backeb.) F. Ritter,1958.,W. Rauh 120,NA,Desconocido.,AY.,MA; 3000—3500 m.,Sin registro.,USM (2).,"Cactus arbustivo postrado, a veces péndulo. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Corryocactus,Corryocactus quivillanus,62. Corryocactus quivillanus F. Ritter,Corryocactus quivillanus,NA,Corryocactus quivillanus,1,Accepted,F. Ritter,Kakteen Sudamer. 4:1290. 1981.,F. Ritter 688,NA,Desconocido.,HU.,MA; 2500—3000 m.,Sin registro.,Ninguno.,"Esta especie fue aceptada por Hunt (1999), pero incluida como sinónimo de Corryocactus squarrosus por Anderson (2001). No ha sido posible evaluarla, ni asignarle una categoría.",NA
Cactaceae,Corryocactus,Corryocactus serpens,63. Corryocactus serpens F. Ritter,Corryocactus serpens,NA,Corryocactus serpens,1,Accepted,F. Ritter,Kakteen Sudamer. 4:1285. 1981.,F. Ritter 1302,NA,Desconocido.,HV.,MA; 2500—3000 m.,Sin registro.,Ninguno.,"Esta especie fue aceptada por Hunt (1999), pero incluida como sinónimo de Corryocactus erectus por Anderson (2001). No ha sido posible evaluarla, ni asignarle una categoría.",NA
Cactaceae,Corryocactus,Corryocactus solitarius,64. Corryocactus solitarius F. Ritter,Corryocactus solitarius,NA,Corryocactus solitarius,1,Accepted,F. Ritter,Kakteen Sudamer. 4:1289. 1981.,F. Ritter 634,U.,Desconocido.,LL.,MA; 3000—3500 m.,Sin registro.,Ninguno.,"Esta especie fue aceptada por Hunt (1999), pero incluida como sinónimo de Corryocactus apiciflorus por Anderson (2001). No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Corryocactus,Corryocactus tenuiculus,65. Corryocactus tenuiculus (Rauh & Backeb.) Hutchison,Corryocactus tenuiculus,NA,Corryocactus tenuiculus,1,Accepted,(Rauh & Backeb.) Hutchison,Sukkulentenkunde 7—8: 9. 1963.,W. Rauh 54,NA,Desconocido.,AN.,"MA, PSH; 3500— 4500 m.",Sin registro.,Ninguno.,"Esta especie fue aceptada por Hunt (1999), pero incluida como sinónimo de Corryocactus squarrosus por Anderson (2001). No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Cumulopuntia,Cumulopuntia galerasensis,66. Cumulopuntia galerasensis F. Ritter,Cumulopuntia galerasensis,NA,Cumulopuntia galerasensis,1,Accepted,F. Ritter,Kakteen Sudamer. 4: 1249. 1981.,F. Ritter 1045,U.,Desconocido.,AY.,MA; 3000—3500 m.,RNPG,HUSA (1).,"Cactus que forma cojines densos. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Cumulopuntia,Cumulopuntia tumida,67. Cumulopuntia tumida F. Ritter,Cumulopuntia tumida,NA,Cumulopuntia tumida,1,Accepted,F. Ritter,Kakteen Sudamer. 4: 1254. 1981.,F. Ritter 1324,U.,Desconocido.,AR.,DST; 0—500 m.,Sin registro.,Ninguno.,"Cactus que forma cojines densos. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Echinopsis,Echinopsis cephalomacrostibas,68. Echinopsis cephalomacrostibas (Werderm. & Backeb.) Friedrich & G.D. Rowley,Echinopsis cephalomacrostibas,NA,Echinopsis cephalomacrostibas,1,Accepted,(Werderm. & Backeb.) Friedrich & G.D. Rowley,Int. Organ. Succ. Pl. Study Bull. 3(3): 94. 1974.,Desconocido Sin datos,NA,Desconocido.,AR.,DST; 500—800 m.,Sin registro.,Ninguno.,"Cactus arbustivo de ramas erectas, hasta 2 m de alto. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Echinopsis,Echinopsis chalaensis,69. Echinopsis chalaensis (Rauh & Backeb.) Friedrich & G.D. Rowley,Echinopsis chalaensis,NA,Echinopsis chalaensis,1,Accepted,(Rauh & Backeb.) Friedrich & G.D. Rowley,Int. Organ. Succ. Pl. Study Bull. 3(3): 94. 1974.,W. Rauh 128,NA,Desconocido.,AR.,DST; 0—500 m.,Sin registro.,Ninguno.,"Cactus arbustivo de ramas erectas, hasta 4 m de alto. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Echinopsis,Echinopsis cuzcoensis,70. Echinopsis cuzcoensis (Britton & Rose) Friedrich & G.D. Rowley,Echinopsis cuzcoensis,NA,Echinopsis cuzcoensis,1,Accepted,(Britton & Rose) Friedrich & G.D. Rowley,Int. Organ. Succ. Pl. Study Bull. 3(3): 95. 1974.,C. Backeberg s.n.,NA,Avacollay.,CU.,MA; 3100—3600 m.,Sin registro.,Ninguno.,"Cactus arbóreo de ramas erectas, hasta 6 m de alto. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Echinopsis,Echinopsis knuthiana,71. Echinopsis knuthiana (Backeb.) Friedrich & G.D. Rowley,Echinopsis knuthiana,NA,Echinopsis knuthiana,1,Accepted,(Backeb.) Friedrich & G.D. Rowley,Int. Organ. Succ. Pl. Study Bull. 3(3): 96. 1974.,J.N. Rose 19022,NA,Desconocido.,AY.,MA; 2500—3000 m.,Sin registro.,Ninguno.,"Cactus arbustivo, de ramas cerca de la base, hasta 3 m de alto. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Echinopsis,Echinopsis pampana,72. Echinopsis pampana (Britton & Rose) D.R. Hunt,Echinopsis pampana,NA,Echinopsis pampana,1,Accepted,(Britton & Rose) D.R. Hunt,Bradleya 9:88. 1991.,J.N. Rose 18966,NA,Desconocido.,AR.,PD; 3500—4000 m.,Sin registro.,Ninguno.,"Cactus globoso descrito de una planta recolectada en el sur del país. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Echinopsis,Echinopsis peruviana,73. Echinopsis peruviana (Britton & Rose) H. Friedrich & G. D. Rowley subsp. peruviana NE,Echinopsis peruviana subsp. Peruviana,NE,Echinopsis peruviana,0.9,Accepted,(Britton & Rose) Friedrich & G.D. Rowley,NA,J.N. Rose & G. Rose 18658,"U, SGO, ZSS.",Desconocido.,"AN, CA, JU, LI, MO, TA.",MA; 3000—3500 m.,Sin registro.,USM (8).,"Cactus arbustivo de taxonomía dudosa. Hunt (1999) aceptó este taxón, pero incluyó Echinopsis tacnaensis y E. torataensis como sinónimos de E. peruviana, con lo cual no se trataría de una especie endémica. Sin embargo, Ostolaza (2005) acepta Echinopsis peruviana subsp. peruviana en un sentido más restringido, excluyendo esas especies. Podría estar representada en la flora de Bolivia o Chile.",Britton & Rose H. Friedrich & G. D. Rowley subsp. peruviana
Cactaceae,Echinopsis,Echinopsis peruviana,74. Echinopsis peruviana (Britton & Rose) H. Friedrich & G. D. Rowley subsp. puquiensis (Rauh & Backeb.) Ostolaza 1998 NE,Echinopsis peruviana subsp. Puquiensis,NE,Echinopsis peruviana,0.9,Accepted,(Britton & Rose) Friedrich & G.D. Rowley,"Cactaceae Consensus Initiatives, 6: 8. 1998.",W. Rauh K119,ZSS.,Desconocido.,AY.,MA; 3000—3500 m.,Sin registro.,USM (5).,Cactus arbustivo conocido aparentemente de unas cinco colecciones. Su taxonomía es dudosa.,Britton & Rose H. Friedrich & G. D. Rowley subsp. puquiensis Rauh & Backeb. Ostolaza 1998
Cactaceae,Echinopsis,Echinopsis santaensis,75. Echinopsis santaensis (Rauh & Backeb.) Friedrich & G.D. Rowley,Echinopsis santaensis,NA,Echinopsis santaensis,1,Accepted,(Rauh & Backeb.) Friedrich & G.D. Rowley,Int. Organ. Succ. Pl. Study Bull. 3(3): 97. 1974.,W. Rauh 58,NA,Desconocido.,AN.,MDE; 2000—2500 m.,Sin registro.,Ninguno.,"Cactus arbustivo. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Echinopsis,Echinopsis schoenii,76. Echinopsis schoenii (Rauh & Backeb.) Friedrich & G.D. Rowley,Echinopsis schoenii,NA,Echinopsis schoenii,1,Accepted,(Rauh & Backeb.) Friedrich & G.D. Rowley,Int. Organ. Succ. Pl. Study Bull. 3(3): 97. 1974.,W. Rauh 185,NA,Desconocido.,AR.,"MA, PSH; 3500— 4000 m.",Sin registro.,Ninguno.,"Cactus arbustivo. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Echinopsis,Echinopsis tarmaensis,77. Echinopsis tarmaensis (Rauh & Backeb.) Friedrich & G.D. Rowley,Echinopsis tarmaensis,NA,Echinopsis tarmaensis,1,Accepted,(Rauh & Backeb.) Friedrich & G.D. Rowley,Int. Organ. Succ. Pl. Study Bull. 3(3): 98. 1974.,W. Rauh 8,NA,Desconocido.,JU.,MA; 2500—3500 m.,Sin registro.,USM (2).,"Cactus arbustivo. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Echinopsis,Echinopsis tegeleriana,78. Echinopsis tegeleriana (Backeb.) D.R. Hunt,Echinopsis tegeleriana,NA,Echinopsis tegeleriana,1,Accepted,(Backeb.) D.R. Hunt,Bradleya 5:92. 1987.,Backeberg s.n.,NA,Desconocido.,AY.,"MA, PSH; 3000— 4000 m.",Sin registro.,Ninguno.,"Cactus arbustivo. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Echinopsis,Echinopsis tulhuayacensis,79. Echinopsis tulhuayacensis (Ochoa ex Backeb.) Friedrich & G.D. Rowley,Echinopsis tulhuayacensis,NA,Echinopsis tulhuayacensis,1,Accepted,(Ochoa ex Backeb.) Friedrich & G.D. Rowley,Int. Organ. Succ. Pl. Study Bull. 3(3): 99. 1974.,C. Ochoa s.n.,NA,Desconocido.,HU.,MA; altitud desconocida.,Sin registro.,Ninguno.,"Cactus arbustivo. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Epiphyllum,Epiphyllum floribundum,80. Epiphyllum floribundum Kimnach,Epiphyllum floribundum,NA,Epiphyllum floribundum,1,Accepted,Kimnach,Cact. Succ. J. (Los Angeles) 62: 85. 1990.,Mathias s.n.,NA,Desconocido.,LO.,BHA; 0—500 m.,Sin registro.,USM (11).,"Cactus epífito, de ramas aplanadas. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Islaya,Islaya islayensis,81. Eriosyce islayensis (Foerst.) Katt. LC,Eriosyce islayensis,LC,Eriosyce islayensis,1,Synonym,(Foerster) Backeb.,Eriosyce (Cactac.) gen. revis. & ampl. 1: 117. 1994.,W. Rauh K78,"SGO, ZSS.",Desconocido.,"AR, IC, LI, MO, TA.","DST, MDE; 0— 1500 m.",Sin registro.,USM (9).,Cactus globoso conocido de varias localidades del centro y sur del país; probablemente esta especie también esté representada en la flora chilena.,Foerst. Katt.
Cactaceae,Espostoa,Espostoa baumannii,82. Espostoa baumannii Knize,Espostoa baumannii,NA,Espostoa baumannii,1,Accepted,KníÅ¾e,Biota 7(57): 263. 1968.,Knize 300,NA,Desconocido.,AM.,MDE; 2000—2500 m.,Sin registro.,Ninguno.,"Cactus arbustivo. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Espostoa,Espostoa blossfeldiorum,83. Espostoa blossfeldiorum (Werderm.) Buxb.,Espostoa blossfeldiorum,NA,Espostoa blossfeldiorum,1,Accepted,(Werderm.) Buxb.,Oesterr. Bot. Z. 106: 155. 1959.,F. Ritter 306,NA,Desconocido.,"CA, PI.","MDE, BS; 1500— 2500 m.",Sin registro.,USM (5).,"Cactus arbustivo. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Espostoa,Espostoa calva,84. Espostoa calva F. Ritter,Espostoa calva,NA,Espostoa calva,1,Accepted,F. Ritter,Kakteen Sudamer. 4: 1432. 1981.,F. Ritter 1314,NA,Desconocido.,AM.,"MDE, BS; 1500— 2500 m.",Sin registro.,USM (1).,"Cactus arbustivo. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Espostoa,Espostoa huanucoensis,85. Espostoa huanucoensis Johnson ex F. Ritter,Espostoa huanucoensis,NA,Espostoa huanucoensis,1,Accepted,H. Johnson ex F. Ritter,Kakteen Sudamer. 4: 1435. 1981.,F. Ritter 665,NA,Desconocido.,HU.,MDE; 1500—2000 m.,Sin registro.,Ninguno.,"Cactus arbustivo. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Espostoa,Espostoa hylaea,86. Espostoa hylaea F. Ritter,Espostoa hylaea,NA,Espostoa hylaea,1,Accepted,F. Ritter,Taxon 13(4):143. 1964.,F. Ritter 668,NA,Desconocido.,AM.,BS; 0—500 m.,Sin registro.,Ninguno.,"Cactus arbustivo. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Espostoa,Espostoa lanianuligera,87. Espostoa lanianuligera F. Ritter,Espostoa lanianuligera,NA,Espostoa lanianuligera,1,Accepted,F. Ritter,Kakteen Sudamer. 4: 1443. 1981.,F. Ritter 660,U.,Desconocido.,CA.,MDE; 2000—2500 m.,Sin registro.,USM (1).,"Cactus arbustivo. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Espostoa,Espostoa melanostele,88. Espostoa melanostele (Vaupel) Borg,Espostoa melanostele,NA,Espostoa melanostele,1,Accepted,(Vaupel) Borg,Cacti 112. 1937.,A. Weberbauer 2630,B.,Desconocido.,LI.,"DST, MDE; 500— 1000 m.",Sin registro.,USM (7).,"Cactus arbustivo, conocido originalmente de la cuenca del Rímac. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Espostoa,Espostoa mirabilis,89. Espostoa mirabilis F. Ritter,Espostoa mirabilis,NA,Espostoa mirabilis,1,Accepted,F. Ritter,Taxon 13(4): 143. 1964.,F. Ritter 670,U.,Desconocido.,"AM, CA.",BS; 500—1000 m.,Sin registro.,USM (1).,"Esta especie fue recoletada en la cuenca del Marañón. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Espostoa,Espostoa nana,90. Espostoa nana F. Ritter,Espostoa nana,NA,Espostoa nana,1,Accepted,F. Ritter,Taxon 13(4): 143. 1964.,F. Ritter 166,NA,Desconocido.,AN.,MA; 1000—1500 m.,Sin registro.,Ninguno.,"Cactus arbustivo. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Espostoa,Espostoa ritteri,91. Espostoa ritteri Buining,Espostoa ritteri,NA,Espostoa ritteri,1,Accepted,Buining,Succulenta (Netherlands) 3: 25—27. 1960.,F. Ritter 274,NA,Desconocido.,CA.,BS; 0—500 m.,Sin registro.,Ninguno.,"Cactus arbustivo. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Espostoa,Espostoa ruficeps,92. Espostoa ruficeps F. Ritter,Espostoa ruficeps,NA,Espostoa ruficeps,1,Accepted,F. Ritter,Kakteen Sudamer. 4: 1448. 1981.,F. Ritter 573a,NA,Desconocido.,AN.,MDE; 2000—2500 m.,Sin registro.,USM (1).,"Cactus arbustivo. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Espostoa,Espostoa senilis,93. Espostoa senilis (F. Ritter) N.P. Taylor,Espostoa senilis,NA,Espostoa senilis,1,Accepted,(F. Ritter) N.P. Taylor,Cact. Succ. J. Gr. Brit. 40(2): 54. 1978.,F. Ritter 569,NA,Desconocido.,"AN, LL.",MDE; 2000—2500 m.,Sin registro.,Ninguno.,"Cactus arbustivo. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Espostoa,Espostoa superba,94. Espostoa superba F. Ritter,Espostoa superba,NA,Espostoa superba,1,Accepted,F. Ritter,Kakteen Sukk. 6: 85—86. 1960.,F. Ritter 572,U.,Desconocido.,CA.,"MDE, BS; 560— 800 m.",Sin registro.,"HUT (1), USM (1).","Cactus arbustivo conocido de las cuencas del Chamaya y Marañón. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Espostoa,Espostoa utcubambensis,95. Espostoa utcubambensis G.J. Charles NE,Espostoa utcubambensis,NE,Espostoa utcubambensis,1,Accepted,G.J. Charles,British Cactus & Succ. J. 21(2): 69—74. 2003.,G. Charles et al. 573.01,Herb. Octavio Velarde.,Desconocido.,AM.,"MDE, BS; 1350— 1950 m.",Sin registro.,Herb. Octavio Velarde.,"Cactus descrito de una planta recolectada en la cuenca del Utcubamba, en ""2001"". La colección original se halla en el Herbario del Jardín Botánico de la Universidad Agraria.",G.J. Charles
Cactaceae,Eulychnia,Eulychnia ritteri,96. Eulychnia ritteri Cullman,Eulychnia ritteri,NA,Eulychnia ritteri,1,Accepted,Cullman,Kakteen Sukk. 9: 121. 1958.,F. Ritter 276,NA,Desconocido.,AR.,DST; 0—500 m.,Sin registro.,Ninguno.,"Cactus arbustivo. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Haageocereus,Haageocereus acranthus,97. Haageocereus acranthus (Vaupel) Backeb. subsp. acranthus,Haageocereus acranthus subsp. Acranthus,NA,Haageocereus acranthus,0.9,Accepted,(Vaupel) Backeb.,NA,A. Weberbauer 1679,NA,Desconocido.,LI.,DST; altitud desconocida.,RNL,USM (2).,"Cactus arbustivo. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Haageocereus,Haageocereus acranthus,98. Haageocereus acranthus (Vaupel) Backeb. subsp. deflexispinus (Rauh & Backeb.) Ostolaza,Haageocereus acranthus subsp. Deflexispinus,NA,Haageocereus acranthus,0.9,Accepted,(Vaupel) Backeb.,Brit. Cact. Succ. J. 21(2): 94. 2003.,NA,NA,Desconocido.,LI.,MDE; altitud desconocida.,Sin registro.,Ninguno.,"Cactus arborescente conocido de la costa central del país. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Haageocereus,Haageocereus acranthus,"99. Haageocereus acranthus (Vaupel) Backeb. subsp. olowinskianus (Rauh & Backeb.) Ostolaza EN, B1ab(iii)",Haageocereus acranthus subsp. Olowinskianus,"EN, B1abiii",Haageocereus acranthus,0.9,Accepted,(Vaupel) Backeb.,"Cactaceae Consensus Initiatives, 6: 8. 1998.",NA,NA,Desconocido.,"CA, LI.",DST; 200 m.,Sin registro.,USM (8).,"Cactus arbustivo, observado sólo en la localidad tipo, las Lomas de Atocongo. Ostolaza (1995) reporta una sola población, de cerca de 500 individuos, en un área de 500 m². La forma clavispinus es similar a la forma olowinskianus, pero con espinas centrales más rígidas, como agujas (Ostolaza 1995).",Vaupel Backeb. subsp. olowinskianus Rauh & Backeb. Ostolaza
Cactaceae,Haageocereus,Haageocereus acranthus,100. Haageocereus acranthus (Vaupel) Backeb. subsp. zonatus (Rauh & Backeb.) Ostolaza,Haageocereus acranthus subsp. Zonatus,NA,Haageocereus acranthus,0.9,Accepted,(Vaupel) Backeb.,Brit. Cact. Succ. J. 21(2): 94. 2003.,NA,NA,Desconocido.,"AN, LI.",MDE; altitud desconocida.,Sin registro.,Ninguno.,"Cactus arbustivo reconocible por un anillo de pelos en la zona de flores. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Haageocereus,Haageocereus albispinus,101. Haageocereus albispinus (Akers) Rauh & Backeb.,Haageocereus albispinus,NA,Haageocereus albispinus,1,Accepted,(Akers) Rauh & Backeb.,"Sitzungsber. Heidelberger Akad. Wiss., Math.-Naturwiss. Kl. 414. 1958.",F. Ritter 1062,NA,Desconocido.,LI.,MDE; 1000—1500 m.,Sin registro.,Ninguno.,"Cactus arbustivo, columnar, hasta 2 m de alto. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Haageocereus,Haageocereus chalaensis,102. Haageocereus chalaensis F. Ritter,Haageocereus chalaensis,NA,Haageocereus chalaensis,1,Accepted,F. Ritter,Kakteen Sudamer. 4: 1389. 1981.,F. Ritter 187,NA,Desconocido.,AR.,DST; 0—500 m.,Sin registro.,USM (1).,"Cactus arbustivo. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Haageocereus,Haageocereus chryseus,103. Haageocereus chryseus F. Ritter,Haageocereus chryseus,NA,Haageocereus chryseus,1,Accepted,F. Ritter,Kakteen Sudamer. 4: 1390. 1981.,"F. Ritter 147a, 585",NA,Desconocido.,AN.,MDE; 1000—1500 m.,Sin registro.,Ninguno.,"Cactus arbustivo, columnar, hasta 3 m de alto. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Haageocereus,Haageocereus decumbens,104. Haageocereus decumbens (Vaupel) Backeb.,Haageocereus decumbens,NA,Haageocereus decumbens,1,Accepted,(Vaupel) Backeb.,Blatt. Kakteenf. 6: 2. 1934.,A. Weberbauer 1550,NA,Desconocido.,AR.,DST; 0—500 m.,Sin registro.,USM (10).,"Cactus arbustivo decumbente. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Haageocereus,Haageocereus fulvus,105. Haageocereus fulvus F. Ritter,Haageocereus fulvus,NA,Haageocereus fulvus,1,Accepted,F. Ritter,Kakteen Sudamer. 4: 1393. 1981.,W. Rauh 51a,NA,Desconocido.,AN.,MDE; 1000—2000 m.,Sin registro.,USM (1).,"Cactus arbustivo, semierecto, hasta 2 m de alto. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Haageocereus,Haageocereus icensis,106. Haageocereus icensis Backeb. ex F. Ritter,Haageocereus icensis,NA,Haageocereus icensis,1,Accepted,Backeb. ex F. Ritter,Kakteen Sudamer. 4: 1394. 1981.,F. Ritter 146,NA,Desconocido.,IC.,DST; 0—500 m.,Sin registro.,Ninguno.,"Cactus arbustivo, postrado o semierecto, hasta 2 m de alto. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Haageocereus,Haageocereus icosagonoides,107. Haageocereus icosagonoides Rauh & Backeb.,Haageocereus icosagonoides,NA,Haageocereus icosagonoides,1,Accepted,Rauh & Backeb.,"Sitzungsber. Heidelberger Akad. Wiss., Math.-Naturwiss. Kl. 402. 1958.",W. Rauh 86,NA,Desconocido.,LA.,"DCT, DST; 0— 1000 m.",Sin registro.,USM (6).,"Cactus arbustivo, columnar. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Haageocereus,Haageocereus lanugispinus,108. Haageocereus lanugispinus F. Ritter,Haageocereus lanugispinus,NA,Haageocereus lanugispinus,1,Accepted,F. Ritter,Kakteen Sudamer. 4: 1395. 1981.,F. Ritter 583,NA,Desconocido.,"AN, LI.",MDE; 2000—2500 m.,Sin registro.,Ninguno.,"Cactus arbustivo semipostrado. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Haageocereus,Haageocereus pacalaensis,109. Haageocereus pacalaensis Backeb. subsp. pacalaensis,Haageocereus pacalaensis subsp. Pacalaensis,NA,Haageocereus pacalaensis,0.9,Accepted,Backeb.,NA,F. Ritter 294,NA,Desconocido.,"AN, LL, LA.",DST; 150—950 m.,Sin registro.,"HUT (2), USM (4).","Cactus arbustivo, ramificado desde la base. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Haageocereus,Haageocereus pacalaensis,"110. Haageocereus pacalaensis Backeb. subsp. repens (Rauh & Backeb.) Ostolaza CR, A3; B2a",Haageocereus pacalaensis subsp. Repens,"CR, A3; B2a",Haageocereus pacalaensis,0.9,Accepted,Backeb.,Brit. Cact. Succ. J. 18(3): 130. 2000.,NA,NA,Desconocido.,LL.,"DST, MDE; 0— 1500 m.",Sin registro.,USM (3).,"Cactus arbustivo postrado que sólo existe en una población, a 10 km al sur de la ciudad de Trujillo y restringida a 2 km². Desde 2000 se ha registrado cerca de 400 individuos, número que ha ido decreciendo rápidamente por la expansión agrícola.",Backeb. subsp. repens Rauh & Backeb. Ostolaza
Cactaceae,Haageocereus,Haageocereus platinospinus,111. Haageocereus platinospinus (Werderm. & Backeb.) Backeb.,Haageocereus platinospinus,NA,Haageocereus platinospinus,1,Accepted,(Werderm. & Backeb.) Backeb.,Kaktus-ABC 209. 1935.,F. Ritter 318,NA,Desconocido.,"AR, TA.",MDE; 1000—2000 m.,Sin registro.,"HUSA (1), USM (2).","Cactus arbustivo, ramificado desde la base. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Haageocereus,Haageocereus pluriflorus,112. Haageocereus pluriflorus Rauh & Backeb.,Haageocereus pluriflorus,NA,Haageocereus pluriflorus,1,Accepted,Rauh & Backeb.,Descr. Cact. Nov. 23. 1956.,NA,NA,Desconocido.,AR.,MDE; 1000—2000 m.,Sin registro.,Ninguno.,"Cactus arbustivo. Esta especie fue considerada en la sinonimia de Haageocereus platinospinus por Brako & Zarucchi (1993). Reconocida como una especie diferente por Hunt (1999) y Anderson (2000). No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Haageocereus,Haageocereus pseudomelanostele,113. Haageocereus pseudomelanostele (Werderm. & Backeb.) Backeb. subsp. carminiflorus (Rauh & Backeb.) Ostolaza,Haageocereus pseudomelanostele subsp. Carminiflorus,NA,Haageocereus pseudomelanostele,0.9,Accepted,(Werderm. & Backeb.) Backeb.,"Cactaceae Consensus Initiatives, 6: 9. 1998.",NA,NA,Desconocido.,LI.,MDE; altitud desconocida.,Sin registro.,Ninguno.,"Cactus arbustivo. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Haageocereus,Haageocereus pseudomelanostele,114. Haageocereus pseudomelanostele (Werderm. & Backeb.) Backeb. subsp. pseudomelanostele,Haageocereus pseudomelanostele subsp. Pseudomelanostele,NA,Haageocereus pseudomelanostele,0.9,Accepted,(Werderm. & Backeb.) Backeb.,NA,NA,NA,Desconocido.,LI.,"DST, MDE; 50— 2000 m.",Sin registro.,USM (2).,"Cactus arbustivo. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
